WTeamID,WScore,LTeamID,LScore,WLoc,W_Conf,L_Conf
East Tennessee St.,68,Western Carolina,67,H,Southern Conference,Southern Conference
Western Carolina,70,Mercer,56,N,Southern Conference,Southern Conference
East Tennessee St.,97,Western Carolina,75,N,Southern Conference,Southern Conference
Indiana,98,Western Illinois,65,H,Big Ten Conference,The Summit League
Stetson,77,Western Illinois,75,A,Atlantic Sun Conference,The Summit League
Tennessee-Martin,98,Western Illinois,91,A,Ohio Valley Conference,The Summit League
Northern Illinois,86,Western Illinois,81,A,Mid-American Conference,The Summit League
Western Illinois,69,Ball St.,62,A,The Summit League,Mid-American Conference
Missouri-Kansas City,68,Western Illinois,67,H,Western Athletic Conference,The Summit League
Evansville,90,Western Illinois,86,H,Missouri Valley Conference,The Summit League
Eastern Illinois,85,Western Illinois,47,A,Ohio Valley Conference,The Summit League
Western Illinois,82,South Dakota,75,H,The Summit League,The Summit League
North Dakota St.,94,Western Illinois,74,H,The Summit League,The Summit League
South Dakota St.,91,Western Illinois,56,H,The Summit League,The Summit League
Purdue-Fort Wayne,77,Western Illinois,69,A,The Summit League,The Summit League
Western Illinois,86,Denver,80,H,The Summit League,The Summit League
Oral Roberts,87,Western Illinois,70,A,The Summit League,The Summit League
Omaha,87,Western Illinois,82,H,The Summit League,The Summit League
North Dakota,83,Western Illinois,77,H,The Summit League,The Summit League
North Dakota St.,70,Western Illinois,49,A,The Summit League,The Summit League
South Dakota St.,71,Western Illinois,61,A,The Summit League,The Summit League
Purdue-Fort Wayne,75,Western Illinois,69,H,The Summit League,The Summit League
South Dakota,85,Western Illinois,72,H,The Summit League,The Summit League
North Dakota,86,Western Illinois,83,A,The Summit League,The Summit League
Omaha,93,Western Illinois,86,A,The Summit League,The Summit League
Oral Roberts,113,Western Illinois,70,H,The Summit League,The Summit League
Denver,69,Western Illinois,63,H,The Summit League,The Summit League
Western Kentucky,76,Tennessee Tech,64,H,Conference USA,Ohio Valley Conference
Western Kentucky,97,Austin Peay,75,H,Conference USA,Ohio Valley Conference
Western Kentucky,79,Eastern Kentucky,71,A,Conference USA,Ohio Valley Conference
Bowling Green St.,77,Western Kentucky,75,N,Mid-American Conference,Conference USA
Western Kentucky,83,Illinois St.,69,N,Conference USA,Missouri Valley Conference
Western Kentucky,69,Fordham,64,N,Conference USA,Atlantic 10 Conference
Louisville,71,Western Kentucky,54,N,Atlantic Coast Conference,Conference USA
Wright St.,76,Western Kentucky,74,H,Horizon League,Conference USA
Western Kentucky,86,Arkansas,79,H,Conference USA,Southeastern Conference
Rhode Island,86,Western Kentucky,82,H,Atlantic 10 Conference,Conference USA
Belmont,79,Western Kentucky,62,A,Ohio Valley Conference,Conference USA
Western Kentucky,93,North Texas,84,H,Conference USA,Conference USA
Western Kentucky,68,Rice,61,H,Conference USA,Conference USA
Alabama-Birmingham,72,Western Kentucky,62,H,Conference USA,Conference USA
Western Kentucky,69,Middle Tennessee,53,A,Conference USA,Conference USA
Western Kentucky,71,Old Dominion,69,H,Conference USA,Conference USA
Western Kentucky,80,Charlotte,63,H,Conference USA,Conference USA
Western Kentucky,64,Marshall,60,A,Conference USA,Conference USA
Western Kentucky,91,Marshall,84,H,Conference USA,Conference USA
Florida Atlantic,69,Western Kentucky,65,H,Conference USA,Conference USA
Florida International,81,Western Kentucky,76,H,Conference USA,Conference USA
Western Kentucky,65,Louisiana Tech,54,H,Conference USA,Conference USA
Western Kentucky,75,Southern Mississippi,72,H,Conference USA,Conference USA
Western Kentucky,67,Texas-El Paso,62,A,Conference USA,Conference USA
Western Kentucky,77,Texas-San Antonio,73,A,Conference USA,Conference USA
Charlotte,72,Western Kentucky,70,A,Conference USA,Conference USA
Western Kentucky,95,Louisiana Tech,91,H,Conference USA,Conference USA
North Texas,78,Western Kentucky,72,H,Conference USA,Conference USA
Western Kentucky,91,Florida International,85,A,Conference USA,Conference USA
Western Michigan,75,McNeese St.,65,H,Mid-American Conference,Southland Conference
Western Michigan,115,Milwaukee,110,A,Mid-American Conference,Horizon League
Western Michigan,91,Mississippi Valley St.,81,H,Mid-American Conference,Southwestern Athletic Conference
Mississippi,85,Western Michigan,58,H,Southeastern Conference,Mid-American Conference
Oklahoma St.,70,Western Michigan,63,H,Big 12 Conference,Mid-American Conference
Yale,73,Western Michigan,51,N,Ivy League,Mid-American Conference
Seattle,59,Western Michigan,55,N,Western Athletic Conference,Mid-American Conference
Oakland,72,Western Michigan,62,A,Horizon League,Mid-American Conference
Western Michigan,66,Youngstown St.,64,H,Mid-American Conference,Horizon League
Western Michigan,59,Manhattan,58,A,Mid-American Conference,Metro Atlantic Athletic Conference
Michigan St.,95,Western Michigan,62,H,Big Ten Conference,Mid-American Conference
Western Michigan,77,Ohio,65,H,Mid-American Conference,Mid-American Conference
Akron,84,Western Michigan,69,H,Mid-American Conference,Mid-American Conference
Toledo,67,Western Michigan,59,H,Mid-American Conference,Mid-American Conference
Bowling Green St.,85,Western Michigan,82,A,Mid-American Conference,Mid-American Conference
Western Michigan,67,Kent St.,63,H,Mid-American Conference,Mid-American Conference
Buffalo,90,Western Michigan,79,H,Mid-American Conference,Mid-American Conference
Northern Illinois,58,Western Michigan,52,H,Mid-American Conference,Mid-American Conference
Central Michigan,85,Western Michigan,78,A,Mid-American Conference,Mid-American Conference
Western Michigan,64,Miami (OH),60,A,Mid-American Conference,Mid-American Conference
Western Michigan,68,Ball St.,64,H,Mid-American Conference,Mid-American Conference
Ohio,73,Western Michigan,61,H,Mid-American Conference,Mid-American Conference
Eastern Michigan,69,Western Michigan,51,H,Mid-American Conference,Mid-American Conference
Akron,71,Western Michigan,67,A,Mid-American Conference,Mid-American Conference
Toledo,68,Western Michigan,59,A,Mid-American Conference,Mid-American Conference
Ball St.,71,Western Michigan,61,H,Mid-American Conference,Mid-American Conference
Western Michigan,72,Northern Illinois,69,H,Mid-American Conference,Mid-American Conference
Western Michigan,70,Eastern Michigan,54,H,Mid-American Conference,Mid-American Conference
Central Michigan,85,Western Michigan,68,H,Mid-American Conference,Mid-American Conference
Toledo,76,Western Michigan,73,H,Mid-American Conference,Mid-American Conference
Wichita St.,68,Omaha,54,H,American Athletic Conference,The Summit League
Wichita St.,69,Texas Southern,63,H,American Athletic Conference,Southwestern Athletic Conference
Wichita St.,103,Tennessee-Martin,62,H,American Athletic Conference,Ohio Valley Conference
Wichita St.,74,Gardner-Webb,52,H,American Athletic Conference,Big South Conference
Wichita St.,68,Oral Roberts,59,H,American Athletic Conference,The Summit League
Wichita St.,70,South Carolina,47,N,American Athletic Conference,Southeastern Conference
West Virginia,75,Wichita St.,63,N,Big 12 Conference,American Athletic Conference
Wichita St.,95,Central Arkansas,69,H,American Athletic Conference,Southland Conference
Wichita St.,80,Oklahoma St.,61,A,American Athletic Conference,Big 12 Conference
Wichita St.,80,Oklahoma,75,H,American Athletic Conference,Big 12 Conference
Wichita St.,73,Virginia Commonwealth,63,H,American Athletic Conference,Atlantic 10 Conference
Wichita St.,84,Abilene Christian,66,H,American Athletic Conference,Southland Conference
Wichita St.,75,East Carolina,69,H,American Athletic Conference,American Athletic Conference
Wichita St.,74,Mississippi,54,H,American Athletic Conference,Southeastern Conference
Wichita St.,76,Memphis,67,H,American Athletic Conference,American Athletic Conference
Wichita St.,89,Connecticut,86,A,American Athletic Conference,American Athletic Conference
Temple,65,Wichita St.,53,H,American Athletic Conference,American Athletic Conference
Houston,65,Wichita St.,54,A,American Athletic Conference,American Athletic Conference
Wichita St.,56,South Florida,43,A,American Athletic Conference,American Athletic Conference
Wichita St.,87,Central Florida,79,H,American Athletic Conference,American Athletic Conference
Tulsa,54,Wichita St.,51,H,American Athletic Conference,American Athletic Conference
Cincinnati,80,Wichita St.,79,A,American Athletic Conference,American Athletic Conference
Houston,76,Wichita St.,43,H,American Athletic Conference,American Athletic Conference
Wichita St.,75,Central Florida,58,A,American Athletic Conference,American Athletic Conference
Wichita St.,82,Tulane,57,H,American Athletic Conference,American Athletic Conference
Wichita St.,65,South Florida,55,H,American Athletic Conference,American Athletic Conference
Cincinnati,67,Wichita St.,64,H,American Athletic Conference,American Athletic Conference
Wichita St.,72,Temple,69,H,American Athletic Conference,American Athletic Conference
Wichita St.,66,Southern Methodist,62,A,American Athletic Conference,American Athletic Conference
Memphis,68,Wichita St.,60,H,American Athletic Conference,American Athletic Conference
Wichita St.,79,Tulsa,57,H,American Athletic Conference,American Athletic Conference
William & Mary,70,High Point,56,A,Colonial Athletic Association,Big South Conference
William & Mary,79,American,70,A,Colonial Athletic Association,Patriot League
William & Mary,80,Wofford,79,A,Colonial Athletic Association,Southern Conference
William & Mary,78,Hampton,65,H,Colonial Athletic Association,Big South Conference
Oklahoma,75,William & Mary,70,H,Big 12 Conference,Colonial Athletic Association
Stanford,81,William & Mary,50,H,Pacific-12 Conference,Colonial Athletic Association
William & Mary,95,Morehead St.,84,H,Colonial Athletic Association,Ohio Valley Conference
Buffalo,88,William & Mary,77,H,Mid-American Conference,Colonial Athletic Association
William & Mary,63,Old Dominion,46,H,Colonial Athletic Association,Conference USA
William & Mary,62,Fairfield,58,A,Colonial Athletic Association,Metro Atlantic Athletic Conference
St. Joseph's,84,William & Mary,69,H,Atlantic 10 Conference,Colonial Athletic Association
St. Francis (PA),78,William & Mary,72,N,Northeast Conference,Colonial Athletic Association
William & Mary,74,Elon,73,A,Colonial Athletic Association,Colonial Athletic Association
William & Mary,88,Hofstra,61,A,Colonial Athletic Association,Colonial Athletic Association
William & Mary,66,Northeastern,64,A,Colonial Athletic Association,Colonial Athletic Association
William & Mary,79,North Carolina-Wilmington,63,H,Colonial Athletic Association,Colonial Athletic Association
William & Mary,67,College of Charleston,56,H,Colonial Athletic Association,Colonial Athletic Association
William & Mary,77,Delaware,68,A,Colonial Athletic Association,Colonial Athletic Association
Drexel,84,William & Mary,57,H,Colonial Athletic Association,Colonial Athletic Association
William & Mary,88,James Madison,75,H,Colonial Athletic Association,Colonial Athletic Association
Towson,70,William & Mary,58,A,Colonial Athletic Association,Colonial Athletic Association
William & Mary,59,Northeastern,58,H,Colonial Athletic Association,Colonial Athletic Association
Hofstra,83,William & Mary,60,A,Colonial Athletic Association,Colonial Athletic Association
College of Charleston,68,William & Mary,50,H,Colonial Athletic Association,Colonial Athletic Association
North Carolina-Wilmington,70,William & Mary,64,H,Colonial Athletic Association,Colonial Athletic Association
William & Mary,77,Drexel,72,H,Colonial Athletic Association,Colonial Athletic Association
William & Mary,81,Delaware,77,H,Colonial Athletic Association,Colonial Athletic Association
William & Mary,61,Towson,51,A,Colonial Athletic Association,Colonial Athletic Association
William & Mary,78,James Madison,74,A,Colonial Athletic Association,Colonial Athletic Association
William & Mary,86,Elon,79,H,Colonial Athletic Association,Colonial Athletic Association
Elon,68,William & Mary,63,N,Colonial Athletic Association,Colonial Athletic Association
Winthrop,67,Hartford,57,A,Big South Conference,America East Conference
Fresno St.,77,Winthrop,74,H,Mountain West Conference,Big South Conference
Winthrop,61,St. Mary's (CA),59,A,Big South Conference,West Coast Conference
East Tennessee St.,61,Winthrop,58,H,Southern Conference,Big South Conference
Tennessee Tech,61,Winthrop,58,A,Ohio Valley Conference,Big South Conference
Duke,83,Winthrop,70,H,Atlantic Coast Conference,Big South Conference
Coastal Carolina,92,Winthrop,88,A,Sun Belt Conference,Big South Conference
Texas Christian,70,Winthrop,60,H,Big 12 Conference,Big South Conference
Furman,80,Winthrop,73,H,Southern Conference,Big South Conference
Winthrop,93,Southern Illinois-Edwardsville,73,H,Big South Conference,Ohio Valley Conference
Winthrop,85,Elon,80,H,Big South Conference,Colonial Athletic Association
Winthrop,91,Longwood,67,H,Big South Conference,Big South Conference
Winthrop,87,Campbell,72,A,Big South Conference,Big South Conference
Winthrop,79,High Point,57,A,Big South Conference,Big South Conference
Winthrop,99,Gardner-Webb,95,H,Big South Conference,Big South Conference
Winthrop,116,Hampton,95,A,Big South Conference,Big South Conference
Winthrop,61,Radford,56,A,Big South Conference,Big South Conference
Winthrop,79,South Carolina Upstate,53,H,Big South Conference,Big South Conference
Winthrop,72,Presbyterian,57,H,Big South Conference,Big South Conference
Winthrop,77,Charleston Southern,60,A,Big South Conference,Big South Conference
Winthrop,104,North Carolina-Asheville,71,H,Big South Conference,Big South Conference
Winthrop,62,Campbell,53,H,Big South Conference,Big South Conference
Winthrop,70,Longwood,68,A,Big South Conference,Big South Conference
Radford,81,Winthrop,77,A,Big South Conference,Big South Conference
Gardner-Webb,74,Winthrop,70,H,Big South Conference,Big South Conference
Winthrop,89,Presbyterian,88,A,Big South Conference,Big South Conference
Hampton,87,Winthrop,81,A,Big South Conference,Big South Conference
Winthrop,90,South Carolina Upstate,82,A,Big South Conference,Big South Conference
Winthrop,84,High Point,76,H,Big South Conference,Big South Conference
Winthrop,106,South Carolina Upstate,70,N,Big South Conference,Big South Conference
Winthrop,78,Gardner-Webb,66,N,Big South Conference,Big South Conference
Winthrop,76,Hampton,68,H,Big South Conference,Big South Conference
St. Mary's (CA),65,Wisconsin,63,N,West Coast Conference,Big Ten Conference
Wisconsin,65,Eastern Illinois,52,H,Big Ten Conference,Ohio Valley Conference
Wisconsin,83,McNeese St.,63,H,Big Ten Conference,Southland Conference
Wisconsin,77,Marquette,61,H,Big Ten Conference,Big East Conference
Wisconsin,88,Green Bay,70,H,Big Ten Conference,Horizon League
Richmond,62,Wisconsin,52,N,Atlantic 10 Conference,Big Ten Conference
New Mexico,59,Wisconsin,50,N,Mountain West Conference,Big Ten Conference
North Carolina St.,69,Wisconsin,54,H,Atlantic Coast Conference,Big Ten Conference
Wisconsin,84,Indiana,64,H,Big Ten Conference,Big Ten Conference
Rutgers,72,Wisconsin,65,H,Big Ten Conference,Big Ten Conference
Wisconsin,83,Milwaukee,64,H,Big Ten Conference,Horizon League
Wisconsin,68,Tennessee,48,A,Big Ten Conference,Southeastern Conference
Wisconsin,65,Rider,37,H,Big Ten Conference,Metro Atlantic Athletic Conference
Wisconsin,61,Ohio St.,57,A,Big Ten Conference,Big Ten Conference
